36;AEROCARIBBEAN AIRLINES;-0- ;CUBA;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
37859;VASILEVA, Evgeniya Nikolaevna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 20 Feb 1979;;;;;;;;;;;;;;;
37860;JOINT STOCK COMPANY STATE TRANSPORTATION LEASING COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7720261827 (Russia);;;;;;;;;;;;;;;
37861;GTLK EUROPE DESIGNATED ACTIVITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Registration Number 512927 (Ireland);;;;;;;;;;;;;;;
37862;GTLK EUROPE CAPITAL DESIGNATED ACTIVITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Registration Number 619002 (Ireland);;;;;;;;;;;;;;;
37863;GTLK MIDDLE EAST FREE ZONE COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 07 Oct 2018;;;;;;;;;;;;;;;
37864;GTLK ASIA LIMITED;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 05 Sep 2018;;;;;;;;;;;;;;;
37865;DANYLCHENKO, Halyna Viktorivna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 Jul 1964;;;;;;;;;;;;;;;
37866;ARTYAKOV, Vladimir Vladimirovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Jul 1959;;;;;;;;;;;;;;;
37867;TSYB, Sergey Anatolyevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Apr 1968;;;;;;;;;;;;;;;
37868;VOLOBUEV, Nikolai Anatolevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Feb 1952;;;;;;;;;;;;;;;
37869;NAZAROV, Aleksander Yuryevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 Jul 1969;;;;;;;;;;;;;;;
37871;LELIKOV, Dmitry Yuryevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 May 1968;;;;;;;;;;;;;;;
37872;ZAVIYALOV, Igor Nikolaevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Jan 1960;;;;;;;;;;;;;;;
37873;VYBORNYKH, Maksim Vladimirovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 May 1979;;;;;;;;;;;;;;;
37874;EVTUSHENKO, Oleg Nikolaevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 Nov 1975;;;;;;;;;;;;;;;
37876;SERDYUKOV, Anatoly Eduardovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Jan 1962;;;;;;;;;;;;;;;
37877;NAJEE TECHNOLOGY HOOSHMAND FATER LLC;-0- ;IRGC] [IFSR] [CYBER2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37878;KWEK, Kee Seng;individual;DPRK4;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 19 Nov 1959;;;;;;;;;;;;;;;
37888;LLC VALTEX-ST;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 14 Feb 2008;;;;;;;;;;;;;;;
37901;TEO BOON CHING WILDLIFE TRAFFICKING TRANSNATIONAL CRIMINAL ORGANIZATION;-0- ;TCO;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Target Type Criminal Organization.;;;;;;;;;;;;;;;
37902;CHING, Teo Boon;individual;TCO;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Nov 1964;;;;;;;;;;;;;;;
37903;SUNRISE GREENLAND SDN. BHD.;-0- ;TCO;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 16 Dec 2011;;;;;;;;;;;;;;;
37916;JAM PETROCHEMICAL COMPANY;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website https://www.jpcomplex.ir;;;;;;;;;;;;;;;
37917;PETROGAT FZE;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37918;SANCHULI, Mahdieh;individual;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Sep 1977;;;;;;;;;;;;;;;
37919;EMERALD FZE;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37920;RAJABIESLAMI, Morteza;individual;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 Jul 1969;;;;;;;;;;;;;;;
37923;PERSIAN GULF STAR OIL COMPANY;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website https://www.pgsoc.ir;;;;;;;;;;;;;;;
37924;TRUONG PHAT LOC SHIPPING TRADING JOINT STOCK COMPANY;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website https://www.tplshipping.com/;;;;;;;;;;;;;;;
37925;EAST OCEAN RASHIN SHIPPING CO;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;National ID No. 14008898707 (Iran);;;;;;;;;;;;;;;
37926;EDGAR COMMERCIAL SOLUTIONS FZE;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37927;LUSTRO INDUSTRY LIMITED;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37928;OLIGEI INTERNATIONAL TRADING CO., LIMITED;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37929;ZAGROS TARABARAN-E ARYA;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;National ID No. 10740087913 (Iran);;;;;;;;;;;;;;;
37930;ALI ALMUTAWA PETROLEUM AND PETROCHEMICAL TRADING L.L.C.;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37931;PETROKICK LLC;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37932;SUMMER 5;vessel;IRAN-EO13846;-0- ;3FLY5;Chemical/Oil Tanker;-0- ;-0- ;Panama;-0- ;Vessel Registration Identification IMO 9204805;;;;;;;;;;;;;;;
37933;BS BRAVO;vessel;IRAN-EO13846;-0- ;TRA065;Chemical/Oil Tanker;-0- ;-0- ;Gabon;Truong Phat Loc Shipping Trading;Vessel Registration Identification IMO 9294795;;;;;;;;;;;;;;;
37936;EVERWIN SHIPMANAGEMENT PTE. LTD.;-0- ;IRAN-EO13846;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Identification Number IMO 6175917;;;;;;;;;;;;;;;
37957;AFKAR SYSTEM YAZD COMPANY;-0- ;IRGC] [IFSR] [CYBER2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Additional Sanctions Information - Subject to Secondary Sanctions;;;;;;;;;;;;;;;
37958;AHMADI, Mansour;individual;IRGC] [IFSR] [CYBER2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 07 Jul 1988;;;;;;;;;;;;;;;
37959;AGHA-AHMADI, Ali;individual;IRGC] [IFSR] [CYBER2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;POB Savojbolagh, Alborz Province, Iran;;;;;;;;;;;;;;;
37996;RASHNIKOV, Viktor Filippovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 Oct 1948;;;;;;;;;;;;;;;
37998;PUBLICHNOE AKTSIONERNOE OBSCHESTVO MAGNITOGORSKIY METALLURGICHESKIY KOMBINAT;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 1932;;;;;;;;;;;;;;;
38016;INVESTITSIONNAYA KOMPANIYA MMK-FINANS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 08 May 1996;;;;;;;;;;;;;;;
38036;SERVICE IMMOBILIERE ANTIBES SAS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 18 Sep 2006;;;;;;;;;;;;;;;
38037;SERVICE IMMOBILIERE ET GESTION SAS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 05 Feb 2013;;;;;;;;;;;;;;;
38038;VH ANTIBES SAS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 15 May 2008;;;;;;;;;;;;;;;
38039;VILLA LEXA ESTATES SAS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 01 Dec 2010;;;;;;;;;;;;;;;
38040;KATZ, Laurin;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Jan 1988;;;;;;;;;;;;;;;
38041;MG INTERNATIONAL AG;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 27 Sep 2006;;;;;;;;;;;;;;;
38042;STUDHALTER, Alexander-Walter;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Jul 1968;;;;;;;;;;;;;;;
38043;STUDHALTER INTERNATIONAL GROUP AG;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 24 Mar 1998;;;;;;;;;;;;;;;
38044;SWISS INTERNATIONAL ADVISORY GROUP AG;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 04 Nov 1986;;;;;;;;;;;;;;;
38045;PAPA OSCAR VENTURES GMBH;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 12 Jun 2017;;;;;;;;;;;;;;;
38046;SWISS INTERNATIONAL REAL ESTATE PORTFOLIO AG;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 23 Oct 1996;;;;;;;;;;;;;;;
38047;EURIMO HOLDING SA;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 28 Jul 2008;;;;;;;;;;;;;;;
38048;SCI AAA PROPERTIES;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 19 Sep 2013;;;;;;;;;;;;;;;
38049;PAPA OSCAR VENTURES SE SL;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 01 Oct 2021;;;;;;;;;;;;;;;
38050;STUDHALTER, Jeremy Eric Camille;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 31 Oct 1996;;;;;;;;;;;;;;;
38051;STUDHALTER, Hugo Ange Christophe;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 Jan 2000;;;;;;;;;;;;;;;
38052;ALIEV, Murat Magomedovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 May 1979;;;;;;;;;;;;;;;
38053;LIMITED LIABILITY COMPANY BONUM CAPITAL;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 27 Sep 2011;;;;;;;;;;;;;;;
38054;BONUM CAPITAL INVESTORS CORP;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 2016;;;;;;;;;;;;;;;
38055;BONUM CAPITAL CYPRUS LTD;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 12 Jun 2013;;;;;;;;;;;;;;;
38056;RETTICH, Inga;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Jul 1978;;;;;;;;;;;;;;;
38057;LIMITED LIABILITY COMPANY BONUM INVESTMENTS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 20 Feb 2015;;;;;;;;;;;;;;;
38058;LIMITED LIABILITY COMPANY BONUM MANAGEMENT;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 09 Dec 2016;;;;;;;;;;;;;;;
38059;LIMITED LIABILITY COMPANY RB-ESTEIT;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 28 Dec 2018;;;;;;;;;;;;;;;
38060;LIMITED LIABILITY COMPANY AVIAKOMPANIYA DALNEVOSTOCHNAYA KSM;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 08 Oct 2014;;;;;;;;;;;;;;;
38076;GUDILIN, Yuriy Igorevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Jun 1983;;;;;;;;;;;;;;;
38077;GRAK, Olga Yurievna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 13 May 1973;;;;;;;;;;;;;;;
38078;GONIN, Leonid Mikhailovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Aug 1963;;;;;;;;;;;;;;;
38096;NOVASTREAM LIMITED;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 22 Apr 2022;;;;;;;;;;;;;;;
38097;JOINT STOCK COMPANY PROMISING INDUSTRIAL AND INFRASTRUCTURE TECHNOLOGIES;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 09 Aug 2021;;;;;;;;;;;;;;;
38136;FEDERAL STATE BUDGETARY SCIENTIFIC INSTITUTION RESEARCH AND PRODUCTION COMPLEX TECHNOLOGY CENTER;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 13 Mar 2000;;;;;;;;;;;;;;;
38137;LLC SCIENTIFIC PRODUCTION ENTERPRISE DIGITAL SOLUTIONS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7715500090 (Russia).;;;;;;;;;;;;;;;
38138;SCIENTIFIC AND PRODUCTION ASSOCIATION OF MEASURING EQUIPMENT JSC;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 5018139517 (Russia);;;;;;;;;;;;;;;
38139;JOINT STOCK COMPANY DESIGN TECHNOLOGY CENTER ELEKTRONIKA;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 11 Jan 2006;;;;;;;;;;;;;;;
38140;JOINT STOCK COMPANY VOLOGODSKY OPTIKO MEKHANICHESKY FACTORY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 14 Apr 1994;;;;;;;;;;;;;;;
38156;JOINT STOCK COMPANY RESEARCH INSTITUTE OF ELECTRONIC AND MECHANICAL DEVICES;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 5834054179 (Russia);;;;;;;;;;;;;;;
38157;JSC SCIENTIFIC RESEARCH INSTITUTE SUBMICRON;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7735574607 (Russia).;;;;;;;;;;;;;;;
38158;URUSOV, Anton Sergeevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Sep 1986;;;;;;;;;;;;;;;
38159;JOINT STOCK COMPANY PENZENSKY NAUCHNO ISSLEDOVATELSKY ELEKTROTEKHNICHESKY HIGHER EDUCATION INSTITUTION;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 30 Dec 2011;;;;;;;;;;;;;;;
38160;JSC ZELENOGRAD NANOTECHNOLOGY CENTER;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7735570680 (Russia).;;;;;;;;;;;;;;;
38161;JSC SVETLANA POLUPROVODNIKI;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7802002037 (Russia);;;;;;;;;;;;;;;
38162;MITISHINSKIY SCIENTIFIC RESEARCH INSTITUTE OF RADIO MEASURING INSTRUMENTS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 5029008940 (Russia);;;;;;;;;;;;;;;
38163;JOINT STOCK COMPANY DESIGN CENTER SOYUZ;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 29 Apr 2015;;;;;;;;;;;;;;;
38164;ACADEMICIAN A.L. MINTS RADIOTECHNICAL INSTITUTE JOINT STOCK COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7713006449 (Russia);;;;;;;;;;;;;;;
38165;JOINT STOCK COMPANY INSTITUTE OF ELECTRONIC CONTROL COMPUTERS NAMED AFTER I.S. BRUK;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7736005096 (Russia);;;;;;;;;;;;;;;
38166;POPOVA, Natalya Valeryevna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Jul 1981;;;;;;;;;;;;;;;
38167;OJSC SCIENTIFIC RESEARCH INSTITUTE OF PRECISION MECHANICAL ENGINEERING;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7735043966 (Russia);;;;;;;;;;;;;;;
38176;PUBLIC JOINT STOCK COMPANY KREMNY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 26 Feb 1993;;;;;;;;;;;;;;;
38177;JOINT STOCK COMPANY INSTITUTE FOR SCIENTIFIC RESEARCH MICROELECTRONIC EQUIPMENT PROGRESS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 09 Nov 2012;;;;;;;;;;;;;;;
38178;JOINT STOCK COMPANY VORONEZHSKY FACTORY POLUPROVODNIKOVYKH PRIBOROV-SBORKA;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 26 Dec 2005;;;;;;;;;;;;;;;
38180;OPEN JOINT STOCK COMPANY SCIENTIFIC AND PRODUCTION ENTERPRISE PULSAR;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7719846490 (Russia);;;;;;;;;;;;;;;
38181;FEDERAL STATE INSTITUTION FEDERAL SCIENTIFIC CENTER SCIENTIFIC RESEARCH INSTITUTE FOR SYSTEM ANALYSIS OF THE RUSSIAN ACADEMY OF SCIENCES;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7727086772 (Russia);;;;;;;;;;;;;;;
38196;SKOLKOVO FOUNDATION;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 2010;;;;;;;;;;;;;;;
38216;GURYEV, Andrey Grigoryevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Mar 1960;;;;;;;;;;;;;;;
38217;GURYEV, Andrey Andreevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 07 Mar 1982;;;;;;;;;;;;;;;
38218;DZHI AI INVEST OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 03 Jul 2020;;;;;;;;;;;;;;;
38219;CHLODWIG ENTERPRISES AG;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 02 Jul 2021;;;;;;;;;;;;;;;
38220;ADORABELLA AG;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 02 Jul 2021;;;;;;;;;;;;;;;
38222;SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 5032998454 (Russia);;;;;;;;;;;;;;;
38223;TECHNOPARK SKOLKOVO LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 31 Dec 2010;;;;;;;;;;;;;;;
38236;PUMPYANSKIY, Dmitriy Aleksandrovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Mar 1964;;;;;;;;;;;;;;;
38238;MELNICHENKO, Andrey Igorevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Mar 1972;;;;;;;;;;;;;;;
38239;PONOMARENKO, Alexander Anatolevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 27 Oct 1964;;;;;;;;;;;;;;;
38240;KHOLDINGOVAYA KOMPANIYA INTERROS OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 1994;;;;;;;;;;;;;;;
38241;POTANIN, Vladimir Olegovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 03 Jan 1961;;;;;;;;;;;;;;;
38242;POTANINA, Ekaterina Viktorovna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Apr 1976;;;;;;;;;;;;;;;
38243;POTANINA, Anastasia Vladimirovna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 30 Apr 1984;;;;;;;;;;;;;;;
38244;POTANIN, Ivan Vladimirovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 11 Apr 1989;;;;;;;;;;;;;;;
38245;NIRVANA;vessel;RUSSIA-EO14024;-0- ;ZGBM;Yacht;-0- ;-0- ;Cayman Islands;-0- ;Vessel Year of Build 2012;;;;;;;;;;;;;;;
38256;GADZHIEV, Nariman Gadzhievich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 31 May 1976;;;;;;;;;;;;;;;
38276;KERIMOV, Said Suleymanovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Jul 1995;;;;;;;;;;;;;;;
38277;KERIMOVA, Firuza Nazimovna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Dec 1967;;;;;;;;;;;;;;;
38278;KERIMOVA, Amina Suleymanovna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Sep 2003;;;;;;;;;;;;;;;
38279;KERIMOVA, Gulnara Suleymanovna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Apr 1990;;;;;;;;;;;;;;;
38280;SALVATION COMMITTEE FOR PEACE AND ORDER;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Target Type Unrecognized Government Entity.;;;;;;;;;;;;;;;
38281;STREMOUSOV, Kyrylo Serhiyovych;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Dec 1976;;;;;;;;;;;;;;;
38282;SALDO, Volodymyr Vasilyovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 12 Jun 1956;;;;;;;;;;;;;;;
38283;YELISEYEV, Sergey Vladimirovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 05 May 1971;;;;;;;;;;;;;;;
38284;IVASHCHENKO, Kostyantyn Volodymyrovych;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 03 Oct 1963;;;;;;;;;;;;;;;
38296;CALDERON RIJO, Jose;individual;ILLICIT-DRUGS-EO14059;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 04 Dec 1969;;;;;;;;;;;;;;;
